index,baseline_scores
335,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22222222222222224, 'ROUGE-2': 0.0213903743315508, 'ROUGE-L': 0.13756613756613756, 'BLEU': 0.00872342075938799}"
336,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1068702290076336, 'ROUGE-2': 0.015503875968992246, 'ROUGE-L': 0.0916030534351145, 'BLEU': 0.007817121889036284}"
337,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.143646408839779, 'ROUGE-2': 0.0335195530726257, 'ROUGE-L': 0.12154696132596685, 'BLEU': 0.008628857280419762}"
338,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.18181818181818182, 'ROUGE-2': 0.037037037037037035, 'ROUGE-L': 0.14545454545454545, 'BLEU': 0.01774937986948745}"
339,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2122905027932961, 'ROUGE-2': 0.09039548022598869, 'ROUGE-L': 0.1452513966480447, 'BLEU': 0.010339427839683583}"
340,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.07042253521126761, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07042253521126761, 'BLEU': 0.004801846844801968}"
341,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.15306122448979592, 'ROUGE-2': 0.030927835051546393, 'ROUGE-L': 0.09183673469387756, 'BLEU': 0.010204390643367745}"
342,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.163265306122449, 'ROUGE-2': 0.061855670103092786, 'ROUGE-L': 0.12244897959183675, 'BLEU': 0.01621917377319872}"
343,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.15126050420168066, 'ROUGE-2': 0.05128205128205127, 'ROUGE-L': 0.13445378151260504, 'BLEU': 0.011801642765468601}"
344,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 2.0, 'Conciseness': 1.0, 'Overall_Average': 1.2, 'ROUGE-1': 0.13930348258706468, 'ROUGE-2': 0.010050251256281407, 'ROUGE-L': 0.09950248756218905, 'BLEU': 0.004342912956369876}"
345,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.13270142180094785, 'ROUGE-2': 0.019138755980861247, 'ROUGE-L': 0.0947867298578199, 'BLEU': 0.006318521511651791}"
346,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.15384615384615383, 'ROUGE-2': 0.038834951456310676, 'ROUGE-L': 0.11538461538461539, 'BLEU': 0.008796220672463774}"
347,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.24468085106382978, 'ROUGE-2': 0.06451612903225806, 'ROUGE-L': 0.18085106382978725, 'BLEU': 0.02368268197127919}"
348,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2068965517241379, 'ROUGE-2': 0.1046511627906977, 'ROUGE-L': 0.1724137931034483, 'BLEU': 0.032283682393998876}"
349,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.15075376884422112, 'ROUGE-2': 0.06091370558375635, 'ROUGE-L': 0.1306532663316583, 'BLEU': 0.02686717337701148}"
350,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.32599118942731287, 'ROUGE-2': 0.09777777777777777, 'ROUGE-L': 0.21145374449339208, 'BLEU': 0.02640010955066954}"
351,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2553191489361702, 'ROUGE-2': 0.043478260869565216, 'ROUGE-L': 0.1702127659574468, 'BLEU': 0.015019590994674425}"
352,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2021276595744681, 'ROUGE-2': 0.03225806451612903, 'ROUGE-L': 0.13829787234042554, 'BLEU': 0.00848648208465517}"
353,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.1103448275862069, 'ROUGE-2': 0.05594405594405595, 'ROUGE-L': 0.1103448275862069, 'BLEU': 0.010672883131634904}"
354,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.12903225806451613, 'ROUGE-2': 0.03260869565217391, 'ROUGE-L': 0.11827956989247312, 'BLEU': 0.00622805425599737}"
355,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.41860465116279066, 'ROUGE-2': 0.24390243902439024, 'ROUGE-L': 0.41860465116279066, 'BLEU': 0.05269930374764091}"
356,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 3.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.1714285714285714, 'ROUGE-2': 0.046242774566473986, 'ROUGE-L': 0.16, 'BLEU': 0.008577155955747222}"
357,"{'Descriptiveness': 1.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2695035460992908, 'ROUGE-2': 0.08633093525179857, 'ROUGE-L': 0.18439716312056736, 'BLEU': 0.01190863256776324}"
358,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 5.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.24675324675324672, 'ROUGE-2': 0.026315789473684213, 'ROUGE-L': 0.18181818181818182, 'BLEU': 0.013809971504872587}"
359,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2786885245901639, 'ROUGE-2': 0.03333333333333333, 'ROUGE-L': 0.22950819672131145, 'BLEU': 0.01781049024787126}"
360,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.4444444444444444, 'ROUGE-2': 0.058823529411764705, 'ROUGE-L': 0.2222222222222222, 'BLEU': 0.020406395930767336}"
361,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.14857142857142855, 'ROUGE-2': 0.08092485549132947, 'ROUGE-L': 0.14857142857142855, 'BLEU': 0.01479593057579626}"
362,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 2.0, 'Conciseness': 5.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.19130434782608696, 'ROUGE-2': 0.05263157894736842, 'ROUGE-L': 0.13043478260869565, 'BLEU': 0.014792529433398038}"
363,"{'Descriptiveness': 3.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.17647058823529413, 'ROUGE-2': 0.04, 'ROUGE-L': 0.17647058823529413, 'BLEU': 0.010726098468952406}"
364,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.23529411764705882, 'ROUGE-2': 0.13999999999999999, 'ROUGE-L': 0.1764705882352941, 'BLEU': 0.024872639986424583}"
365,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.41860465116279066, 'ROUGE-2': 0.15023474178403756, 'ROUGE-L': 0.27906976744186046, 'BLEU': 0.025343791025196842}"
366,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2012578616352201, 'ROUGE-2': 0.07643312101910828, 'ROUGE-L': 0.1509433962264151, 'BLEU': 0.03345235114985816}"
367,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.31746031746031744, 'ROUGE-2': 0.0213903743315508, 'ROUGE-L': 0.16931216931216933, 'BLEU': 0.01252694482572406}"
368,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.12972972972972974, 'ROUGE-2': 0.02185792349726776, 'ROUGE-L': 0.1081081081081081, 'BLEU': 0.00876577758408529}"
369,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.34615384615384615, 'ROUGE-2': 0.1553398058252427, 'ROUGE-L': 0.22115384615384615, 'BLEU': 0.026613115476078163}"
370,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.0, 'ROUGE-2': 0.0, 'ROUGE-L': 0, 'BLEU': 0}"
371,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.16568047337278105, 'ROUGE-2': 0.0718562874251497, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.02946678838161624}"
372,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.10638297872340427, 'ROUGE-2': 0.010752688172043012, 'ROUGE-L': 0.06382978723404256, 'BLEU': 0.006520025034615005}"
373,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.287292817679558, 'ROUGE-2': 0.06703910614525141, 'ROUGE-L': 0.19889502762430938, 'BLEU': 0.011727656873711684}"
374,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.32075471698113206, 'ROUGE-2': 0.11538461538461539, 'ROUGE-L': 0.2452830188679245, 'BLEU': 0.08697675008138323}"
375,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.23255813953488375, 'ROUGE-2': 0.04878048780487805, 'ROUGE-L': 0.186046511627907, 'BLEU': 0.009674113207954914}"
376,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.15384615384615383, 'ROUGE-2': 0.04444444444444444, 'ROUGE-L': 0.13186813186813187, 'BLEU': 0.003845069938112549}"
377,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.13725490196078433, 'ROUGE-2': 0.06000000000000001, 'ROUGE-L': 0.11764705882352941, 'BLEU': 0.010807786509283584}"
378,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.273972602739726, 'ROUGE-2': 0.041666666666666664, 'ROUGE-L': 0.19178082191780824, 'BLEU': 0.012814310314337812}"
379,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.13793103448275862, 'ROUGE-2': 0.03980099502487562, 'ROUGE-L': 0.13793103448275862, 'BLEU': 0.007920553818421563}"
380,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.13541666666666669, 'ROUGE-2': 0.042105263157894736, 'ROUGE-L': 0.125, 'BLEU': 0.012518793521249716}"
381,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.33488372093023255, 'ROUGE-2': 0.12206572769953052, 'ROUGE-L': 0.26046511627906976, 'BLEU': 0.04831999758230195}"
382,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.1807909604519774, 'ROUGE-2': 0.03428571428571429, 'ROUGE-L': 0.14689265536723162, 'BLEU': 0.010707278862814456}"
383,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 1.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.12844036697247707, 'ROUGE-2': 0.056074766355140186, 'ROUGE-L': 0.11009174311926606, 'BLEU': 0.019764164734029914}"
384,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2068965517241379, 'ROUGE-2': 0.046511627906976744, 'ROUGE-L': 0.16091954022988508, 'BLEU': 0.021966775501992473}"
385,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.18009478672985785, 'ROUGE-2': 0.057416267942583726, 'ROUGE-L': 0.15165876777251186, 'BLEU': 0.02482218521785217}"
386,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.16915422885572137, 'ROUGE-2': 0.010050251256281407, 'ROUGE-L': 0.09950248756218905, 'BLEU': 0.004463404687048139}"
387,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.1758241758241758, 'ROUGE-2': 0.04494382022471911, 'ROUGE-L': 0.15384615384615383, 'BLEU': 0.014720669733447536}"
388,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2823529411764706, 'ROUGE-2': 0.0, 'ROUGE-L': 0.18823529411764706, 'BLEU': 0.011483232211790227}"
389,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.18965517241379312, 'ROUGE-2': 0.052631578947368425, 'ROUGE-L': 0.13793103448275862, 'BLEU': 0.01598495761705901}"
390,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 5.0, 'Conciseness': 1.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.26373626373626374, 'ROUGE-2': 0.04444444444444444, 'ROUGE-L': 0.20879120879120877, 'BLEU': 0.01157903490140039}"
391,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.15789473684210525, 'ROUGE-2': 0.05405405405405406, 'ROUGE-L': 0.15789473684210525, 'BLEU': 0.014309612103804869}"
392,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.0945945945945946, 'ROUGE-2': 0.0273972602739726, 'ROUGE-L': 0.08108108108108107, 'BLEU': 0.0073516407939141866}"
393,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.25316455696202533, 'ROUGE-2': 0.10389610389610389, 'ROUGE-L': 0.20253164556962022, 'BLEU': 0.01615160393136538}"
394,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2537313432835821, 'ROUGE-2': 0.06060606060606061, 'ROUGE-L': 0.19402985074626863, 'BLEU': 0.013993996016483332}"
395,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.11347517730496454, 'ROUGE-2': 0.014388489208633094, 'ROUGE-L': 0.09929078014184398, 'BLEU': 0.005517860561891439}"
396,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.18556701030927839, 'ROUGE-2': 0.0, 'ROUGE-L': 0.1443298969072165, 'BLEU': 0.01016608164883719}"
397,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.16969696969696968, 'ROUGE-2': 0.061349693251533756, 'ROUGE-L': 0.13333333333333333, 'BLEU': 0.024566925290694323}"
398,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.25806451612903225, 'ROUGE-2': 0.02197802197802198, 'ROUGE-L': 0.17204301075268819, 'BLEU': 0.016264240248780135}"
399,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1564245810055866, 'ROUGE-2': 0.04519774011299435, 'ROUGE-L': 0.1340782122905028, 'BLEU': 0.015614638262229896}"
400,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.17777777777777776, 'ROUGE-2': 0.0449438202247191, 'ROUGE-L': 0.14444444444444446, 'BLEU': 0.01667146298054055}"
401,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.20125786163522014, 'ROUGE-2': 0.10191082802547771, 'ROUGE-L': 0.20125786163522014, 'BLEU': 0.023273437266535874}"
402,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.22222222222222218, 'ROUGE-2': 0.05, 'ROUGE-L': 0.16049382716049382, 'BLEU': 0.007260414684948204}"
403,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2692307692307693, 'ROUGE-2': 0.058823529411764705, 'ROUGE-L': 0.23076923076923075, 'BLEU': 0.014538571733505833}"
404,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.15023474178403756, 'ROUGE-2': 0.009478672985781991, 'ROUGE-L': 0.11267605633802817, 'BLEU': 0.007968518979117026}"
405,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.13793103448275862, 'ROUGE-2': 0.0, 'ROUGE-L': 0.10344827586206898, 'BLEU': 0.005489439782818616}"
406,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.18085106382978722, 'ROUGE-2': 0.021505376344086023, 'ROUGE-L': 0.13829787234042554, 'BLEU': 0.01046604727864699}"
407,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22950819672131145, 'ROUGE-2': 0.055248618784530384, 'ROUGE-L': 0.17486338797814208, 'BLEU': 0.011433977779625216}"
408,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.09661835748792269, 'ROUGE-2': 0.01951219512195122, 'ROUGE-L': 0.06763285024154589, 'BLEU': 0.010981938719179744}"
409,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1348314606741573, 'ROUGE-2': 0.045454545454545456, 'ROUGE-L': 0.1348314606741573, 'BLEU': 0.008108914439828224}"
410,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.11267605633802817, 'ROUGE-2': 0.028985507246376815, 'ROUGE-L': 0.11267605633802817, 'BLEU': 0.007851617416546584}"
411,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.14285714285714285, 'ROUGE-2': 0.0, 'ROUGE-L': 0.14285714285714285, 'BLEU': 0.008725369621142079}"
412,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.15228426395939085, 'ROUGE-2': 0.010256410256410256, 'ROUGE-L': 0.14213197969543148, 'BLEU': 0.004021626092151049}"
413,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.2890625, 'ROUGE-2': 0.03937007874015748, 'ROUGE-L': 0.20312499999999997, 'BLEU': 0.012623712241971825}"
414,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2857142857142857, 'ROUGE-2': 0.14705882352941177, 'ROUGE-L': 0.2571428571428572, 'BLEU': 0.04166662502224367}"
415,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.26966292134831465, 'ROUGE-2': 0.06818181818181818, 'ROUGE-L': 0.20224719101123598, 'BLEU': 0.017364854324193338}"
416,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.19548872180451127, 'ROUGE-2': 0.015267175572519083, 'ROUGE-L': 0.15037593984962408, 'BLEU': 0.007676074539028631}"
417,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2788844621513944, 'ROUGE-2': 0.032128514056224904, 'ROUGE-L': 0.16733067729083667, 'BLEU': 0.011543282197974519}"
418,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.24299065420560748, 'ROUGE-2': 0.0761904761904762, 'ROUGE-L': 0.205607476635514, 'BLEU': 0.021737036469273836}"
419,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2528735632183908, 'ROUGE-2': 0.08494208494208494, 'ROUGE-L': 0.17624521072796934, 'BLEU': 0.04349136377720003}"
420,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 5.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.30188679245283023, 'ROUGE-2': 0.0921409214092141, 'ROUGE-L': 0.1994609164420485, 'BLEU': 0.013278238275015756}"
421,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.1956521739130435, 'ROUGE-2': 0.04444444444444444, 'ROUGE-L': 0.17391304347826086, 'BLEU': 0.012378558408989881}"
